userName,score,at,label,content
Akatsuki Joseph,5,7/29/2024 17:13,positif,terimakasih karena sudah sangat membantu untuk kami yg sedang mencari informasi pekerjaan yg pasti.
Martha Belseran,5,7/29/2024 16:30,positif,Love
SR TV,4,7/29/2024 15:29,negatif,"mohon dirubah lagi, jika kita sudah melihat lowongan kerja, kasih notif di bawahnya(viewed/sudah dilihat), kasih notif, dan kasih tambahan lowongan lagi (masih sedikit lowongannya) daripada jobstreet dan indeed"
Samina,5,7/29/2024 15:28,positif,semoga berhasil
Safrudin Badawi,5,7/29/2024 14:37,positif,sangat membantu mencari lowongan pekerjaan
Michelle Christopher,5,7/29/2024 14:26,positif,sangat membantu dalam mencari pekerjaa
Andri Daffa,5,7/29/2024 9:57,positif,"sangat membantu ,keren banget"
Rapa Saputra,1,7/29/2024 9:51,negatif,gk bisa dapat uang
Maulanza Anza,5,7/29/2024 9:03,positif,Apply disini cepatt tanggapan nya
endah kurnia,5,7/29/2024 8:21,positif,"Aplikasi jobseeker yang paling ok sih menurutku.. fast respon, setiap proses ada notifikasi, mau kita ditolak oleh perusahaan juga ada pemberitahuan jadi kita tau hasil lamaran kita."
Obi Mesa,1,7/29/2024 8:03,negatif,Blom ada panggilan dr 200 lamaran
Chris topper,5,7/29/2024 5:37,positif,Mantap Caur:)
Anwar Rahman,5,7/29/2024 5:23,positif,"Bagus sekali ini aplikasi, bisa membantu cari lowongan pekerjaan"
Destra Eka Putra,5,7/29/2024 4:57,positif,"WOW,SANGAT KEREN APLIKASI GLINTS INI SANGAT' KEREN, KARNA APLIKASI INI BISA CARI LOKER DENGAN SESUAI IMPIAN KALIAN LOH GUYS"
Kang Iwa,5,7/29/2024 3:30,positif,jossss
Adim Adem,4,7/29/2024 3:02,positif,tersedia banyak loker. good lah .
Hadi Susilo,1,7/29/2024 1:20,negatif,"Bagus tampilan yg dulu kalau skrng ribet,,enak dulu bisa saling interaksi sesama pencaker skrng kok gini tampilannya..enakan tampilan yg dulu kalau yg sekarang kaya aplikasi loker yg lainnya ga asik,,"
Merlina Hidayati,5,7/28/2024 22:47,negatif,bingung
HApe Realme,4,7/28/2024 16:56,positif,baik
Wili Sandika,2,7/28/2024 16:33,netral,30% usaha 70% relasi
Agussalim Agus,1,7/28/2024 16:13,positif,bagus sekali
Beni Irawan As-Syekhoni,5,7/28/2024 15:42,positif,Semoga bisa Bermanfaat
VIRZA SR,5,7/28/2024 14:25,positif,"Terimakasih buat developer yang telah rilis aplikasi ini,saya banyak terima kasih banget.sekarang saya dapat pekerjaan di Bali Denpasar Alhamdulillah baru aja saya habis interview online langsung terima kasih sekali lagi buat developernya...semangatttt berjuang temen temen😁💪💪💪"
A.junaidi Junaidi,5,7/28/2024 13:35,netral,apakah bisa bekerja di situ
Hafis Satria,5,7/28/2024 13:28,positif,sangat bagus
maulana siddik,5,7/28/2024 13:11,positif,sangat membantu
Azam Fauzan,5,7/28/2024 12:50,positif,bagus mantap
Anisa Rahma,1,7/28/2024 12:30,netral,pak saya mau kerja sama bapak
Digo Marabunta,4,7/28/2024 12:25,netral,lagi mau mencoba
Muhammad farhan,5,7/28/2024 10:31,netral,semoga ada rezeki saya disini amiin
AGUS SAPTONO AGUS,5,7/28/2024 10:16,positif,sangat terbangun untuk mencari loker
Firlii Fakhri,5,7/28/2024 6:54,positif,keren
Tur Yono22,5,7/28/2024 6:22,positif,Aplikasi ini sangat membantu
Don Ardinz,4,7/28/2024 6:14,netral,"sejauh ini sudah bagus, mungkin perlu update beberapa info ulasan dari beberapa karyawan yg pernah bekerja di perusahaan terkait agar bisa lebih memahami budaya dlm perusahaan tsb"
MUHAMMAD SHOLIH,5,7/28/2024 4:41,positif,praktis
Wohing Prang,5,7/28/2024 4:19,positif,memudahkan untuk mendapatkan pekerjaan
Gatra Eka,5,7/28/2024 1:49,positif,bagus 👍
Awey mabariya,1,7/28/2024 1:40,negatif,Udah setting pencarian wilayah bandung malah yang keluar daerah lain
Wigati Rahayu,1,7/27/2024 22:27,negatif,"Glints emang bagus aplikasi nya. Gampang cari kerjaan yang sesuai sama kita, tapi sayang nya dari sebanyak lamaran yang ada. Ga ada satupun yang mau nerima. Mungkin karna dari online makanya selalu di tolak. Jadi emang paling bener itu nyari kerjaan langsung aja. Ga pake apk2 kek gini."
Munzi Ji,5,7/27/2024 16:42,positif,sangat membantu
JANUAR SIGIT,3,7/27/2024 15:46,negatif,Sya blm pernah mencoba lamaran kerja via on line takut nya PENIPU DI ON LINE
Aripin Muhamad,5,7/27/2024 14:12,positif,mantapppppppp
Mahya,4,7/27/2024 12:21,netral,Bagus tp blm pernah coba cari job
Edi CUSTOM,5,7/27/2024 12:00,positif,sangat membantu
Heny kusuma,2,7/27/2024 10:57,positif,bagus
Faiz Styamaana,4,7/27/2024 10:23,positif,sangat membantu
Nabilla Rahmadani,5,7/27/2024 10:11,positif,membantu banget dalam ngechat hrd👍 banyak template bagus
Yanjes Rahman Dhoza,5,7/27/2024 8:15,positif,Sangat Relevan
Adakah tdkada,5,7/27/2024 7:47,positif,Lumayan cari Lowongan kerja
Fransiskus Sinaga,5,7/27/2024 7:35,positif,sangat membantu saya mencari pekerjaan
Naa Isna,5,7/27/2024 7:15,positif,respon cepat
MNauval Zaky,5,7/27/2024 6:44,positif,aplikasi bagus membatu untk mencari kerja jadi lebih mudah
Budi Bogor1,5,7/27/2024 2:33,positif,okkk.. tks
Bumi cipta Pabrikasi,5,7/27/2024 2:16,positif,good
Tri Wilujeng,4,7/26/2024 23:41,netral,glints bantu saya dpt kerja yaaa. sejauh ini respon para hrd nya sangat baik
Lalak Lak,5,7/26/2024 19:08,positif,semoga sukses selalu
johanes matitaputty,4,7/26/2024 18:57,positif,ok
Elmei Herianto,5,7/26/2024 12:07,positif,bagus cocok untuk yang sedang mencari lowongan kerja
Kudell 46,5,7/26/2024 11:57,positif,baik
Agas Chanel,5,7/26/2024 11:20,netral,oke bismillah semoga dapet pekerjaan bismillah
Meli Amelinda,5,7/26/2024 9:04,positif,bagus apk nya
Nikolaus ranto,5,7/26/2024 9:02,positif,sangat membantu
Henny Dwi Yanuarti,5,7/26/2024 7:34,positif,Oke
Bilmok Kemok,5,7/26/2024 6:21,netral,nama : M Billy purnama umur : 37 tahun
Usman,5,7/26/2024 4:57,positif,bagus bgt ni aplikasi pintar gue cepet dibales in HRD nya langsung😂😘
Riyan Anto,2,7/26/2024 4:08,netral,Bagus tpi kalau lowongan yg sudah ditutup kenapa ga dihapus ya
Shunu W,1,7/26/2024 3:55,negatif,"Tanpa ada status komunikasi tiba2 saja update status belum sesuai dan kurang pengalaman kerja,perilaku HR saat ini rata2 kurang dalam good attitude,banyak yg menghilang tanpa informasi saat di beri feedback dari pertanyaan/permintaan yang diberikan."
Serli Sri A,3,7/26/2024 2:52,negatif,Blm dapet kerja apalagi sudah terlalu lama menganggur. 🥺🤦🏻‍♀️😭😭😭
Johan Nahl,5,7/26/2024 1:55,positif,"Good interface, Compact & Usefull feature"
Waridi Pratama,5,7/25/2024 12:20,netral,Semoga ada yang diterima lamaran kerja saya ini di Glints
Eka Susanti,3,7/25/2024 11:24,positif,lumayan
Sutrisno Trisno,4,7/25/2024 9:08,positif,good
Andrian Rukmana,5,7/25/2024 5:59,positif,ok
Lutfi D. Purwanto,4,7/25/2024 5:14,negatif,masih belum dapat panggilan
Algi Fari,1,7/25/2024 4:16,netral,semoga amanahh terus
Love Musik,4,7/25/2024 2:41,positif,Lumayan membantu
Dughu Dughu,3,7/24/2024 18:29,positif,Lumayan
Kokom Widyastuti,5,7/24/2024 12:57,positif,baik
Alzam Dwi hadi,5,7/24/2024 11:49,positif,Bagus bisa membantu untuk cari lowongan kerja
Edy Kurniawan,5,7/24/2024 11:03,positif,bagus
MusyF Ins,3,7/24/2024 9:51,negatif,"Bisa ga sih glints kasih kebijakan buat yang bikin loker? Makin kesini lokernya makin ngadi2, persyaratan S1, deskripsi pekerjaan segebok gaji 1-2jt. Itu gaji apa sedekah ya? Tolong dong bikin kebijakan biar sdm kita ga gini2 aja. Kapan indonesia mau maju klo gini"
Deden Resmansyah,5,7/24/2024 9:27,positif,sangat rekomen buat yang mencari kerja download aja apk Glints banyak loker tersedia sesuai pilihanmu😊
Muhammad Syuhur,5,7/24/2024 5:33,positif,great
Ana Poma,5,7/24/2024 5:21,positif,mantap
Rusmiyati Putri,5,7/24/2024 4:16,positif,bagus
Deni Farisi,5,7/24/2024 2:40,netral,"Terimakasih atas info n masalah kerjaan ya ,,Dan terimakasih atas kepercayaan nya"
Sall Sa,5,7/24/2024 1:40,positif,terbaik👍
nur Aini,4,7/23/2024 23:57,netral,belom coba sya kasih bintang 4 dulu yh
Merry Exorcist,3,7/23/2024 23:47,netral,bintang 3 dlu soalnya blom dapat kepastian
Erwin Ramadhan43,5,7/23/2024 17:34,netral,good
Jelita Purba,1,7/23/2024 13:26,positif,sangat baik
liuteaz az,5,7/23/2024 12:10,positif,saya puas dengan ini
Grace Siswoyo,1,7/23/2024 9:12,negatif,"Tolong keterangan: skill tidak sesuai Diperhatikan lagi. Saya melamar skill sesuai, HRD perusahaan ngetik tidak sesuai. Jadinya terkesan asal aja menolaknya, padahal yang bodoh hrdnya... Kata - kata itu dari glints dan diambil pihak perusahaan..."
Rama Swd,5,7/23/2024 8:01,positif,Menjadi lebih mudah mencarinya👍
MUHAMMAD ATHO'UR ROHMAN Ilmu Falak,5,7/23/2024 7:52,positif,bagus keren dan menjanjikan
Senja Utami,1,7/23/2024 5:54,negatif,Ga jelas aplikasinya udah ngelamar ga ada yang nyantol sama sekali
Dicky Herian,5,7/23/2024 4:22,positif,akurasi yang pas
Daudy Yusuf,1,7/23/2024 4:20,negatif,Habis update lansung lemot
Ade Hamdan,5,7/23/2024 2:46,positif,sangat bagus
Yoyo Keren,5,7/23/2024 2:40,positif,rekomen
Fajar Miftah,5,7/23/2024 2:10,positif,good job
Yan Faisal,5,7/23/2024 1:40,positif,nice
Supian,5,7/23/2024 1:30,positif,sangat membantu para pencari kerja
YUSRAN “Ayah DHANEZ” Iyus,5,7/23/2024 1:04,positif,Good
GAME TERBAIK Di BUMI,3,7/23/2024 0:02,netral,klw keterima saya ksh bintang pull
Destria Putri Utami,5,7/22/2024 18:07,positif,bagus
Moch abbas ainul yaqin,5,7/22/2024 16:09,positif,sangat baik
Bang Panco,1,7/22/2024 12:27,negatif,"Parah standar Gaji nya, Ga manusiakan Manusia"
Irwan Hermansyah,4,7/22/2024 11:58,negatif,"Susah nyari yg terdekat pilih lokasi jakarta yg muncul di Bali lokernya, ngelamar pun gak ada yg nyantol atau panggilan interview dengan pendidikan dan pengalaman yg cukup tpi tidak ada respon"
Florentina samull,5,7/22/2024 11:53,positif,Aplikasi Loker yang sangat membantu🤗
agres hasyim,5,7/22/2024 8:22,positif,Platform Loker Recomended
Imannudin,1,7/22/2024 7:02,negatif,"Gak guna nih aplikasi, masih jauh lebih baik jobstreet, indeed, Linkedin, dll. Ngirim lamaran gak ada satupun yg di buka, ceklis 1, entah eror atau gmna tp gak berguna"
Devin Gaming,1,7/22/2024 6:49,negatif,jelek
Noviyasari Sari,5,7/22/2024 6:09,netral,"baguss sih,tapi belum ada hasill"
Dewi Ambar Kusumaningsih,1,7/22/2024 5:13,negatif,"Lowongan kerjanya ga update, bnyk lowongan yg udh tutup"
Timphan Mik,5,7/22/2024 4:25,positif,Sangat mudah dan membantu. :)
Mashayu Pramono,4,7/22/2024 3:52,netral,jika saya diterima kerja melalui glints...saya beri 1 bintang lagi
Sedya Basuki,4,7/22/2024 1:00,negatif,Cukup untuk memberi info tapi kerjaan blum dapat
Adinda Wiranata,5,7/22/2024 0:46,netral,🌼
Aditiya Rahmad,1,7/22/2024 0:37,negatif,belum pernah dapet kerja dari sini
Faqih ID,5,7/21/2024 22:34,positif,keren
Muh. Ridwan N,5,7/21/2024 15:31,positif,keren
Fikxy Good,2,7/21/2024 15:14,negatif,Kurang cook untung yg kesabaran nya setipis tisu
Kris Kasim,1,7/21/2024 13:45,negatif,"aplikasi nya jelek...👎👎👎👎👎👎👎✌️✌️✌️susah di buat bahasa indonesia nya,sudah di program bhs indonesia tetap muncul bhs inggris."
Adin Oce,5,7/21/2024 13:36,positif,sangat membantu
Slamet Hidayat,5,7/21/2024 12:19,netral,smoga bisa ditrima
Maulana Afit,5,7/21/2024 12:06,netral,👍
Safiih Al Furqon,5,7/21/2024 11:49,positif,luar biasa
Ramadhan Gilang pratama,5,7/21/2024 11:21,positif,keren
ALI MUFID,3,7/21/2024 9:52,netral,baru install jadi belum tahu bagus tidaknya aplikasi ini
Riski Rhamadan,5,7/21/2024 5:55,netral,Indonesia
putri rahayu,5,7/20/2024 14:00,positif,Terimakasih glints. Saya selalu mendapatkan pekerjaan lewat aplikasi ini. Job sangat banyak dan bisa dipilih sesuai passion 🙏🙏 Tetap jaga kualitas biar tidak mengecewakan ya
Pak Berny Johannes (Pak Bern),5,7/20/2024 11:47,positif,Banyak lowker untuk yang masih belum bekerja
asep ridwan,5,7/20/2024 7:01,netral,di tunggu kabar penerimaannya cv sy
Indra Isnawan,4,7/20/2024 6:21,positif,ok..dapat membantu si pencari kerja..terimakasih..
Bos Truk,5,7/20/2024 5:24,netral,butuh krj an
Fayed sazli Anugrah,5,7/20/2024 1:29,positif,great app
Dicky lumwartono,5,7/20/2024 0:15,positif,ok
Muhamad Nurkih,3,7/19/2024 23:59,netral,bintang 3 dulu nanti kalo dapet pekerjaan baru bintang 5
Oland Frans,3,7/19/2024 17:23,netral,baru mau coba
Arifajuni,5,7/19/2024 16:17,positif,Terimakasih GLINTS Berkat aplikasi ini saya sudah dapat kerjaan hanya dalam waktu 5 hari. Walaupun memang kadang hasil pencarian dan lokasi masih tidak sesuai dengan yang di inginkan. Saya kira itu saja masalahnya
Yustani92 Mend,4,7/19/2024 14:03,positif,mudah
Abdul Wahab,5,7/19/2024 13:17,positif,makasih
Ahmadi Madi,5,7/19/2024 12:50,positif,baguss cakep pokonya
Yanto Betok,5,7/19/2024 12:47,positif,mantap
eka herniyanti,5,7/19/2024 8:49,positif,Membantu kita mencari lowongan pekerjaan terbaru
PATRIS M.A MAKU,5,7/19/2024 8:28,positif,terbaik
Siti Umikulsum,5,7/19/2024 8:02,netral,semoga saya secepatnya bisa mendapatkan pekerjaan dari app ini🙏
wahyu primasys,1,7/19/2024 7:27,negatif,"Saya sudah melamar pekerjaan, tapi belum juga ada yang balas dari pihak PT tersebut tolong lah"
Randa Hanafi,5,7/19/2024 6:48,positif,Apk nya sangat membantu
Selly Wati,5,7/19/2024 6:26,netral,semoga sy dpt pekerjaan
toto supriatna,1,7/19/2024 6:16,positif,baik
Alip Padilah,4,7/19/2024 2:56,positif,wowww
Novik Martini,5,7/19/2024 1:01,positif,sangat membantu
arman suherman,4,7/18/2024 23:57,negatif,"Kak mohon bantuannya kalo nama institusi apa ya saya gak bisa2 ngisi, a"
Hasna Nur Adeliya,1,7/18/2024 13:28,negatif,Tidak efektif
Chef Life,2,7/18/2024 12:12,positif,ok
Rizkya Permata,5,7/18/2024 11:00,positif,good apps
Windu 123,5,7/18/2024 10:33,positif,"Sangat bagus apk loker , selalu dapat loker pas sesuai keahlian kita , perusahaan bodong alias tipu tipu minggir dulu di apk ini"
Saefulloh,4,7/18/2024 9:53,positif,lumayan membantu
Riyan Susandi,5,7/18/2024 8:58,positif,jos
Putri Herliani,5,7/18/2024 8:48,positif,bagus
Jihan P,5,7/18/2024 8:47,netral,blum coba
Syafaatul Huda,5,7/18/2024 8:23,positif,sangat baik dan mudah di pahami
Johan Rachmadin,4,7/18/2024 6:57,positif,aplikasinya bagus
Bobby Ardiansyah,5,7/18/2024 6:49,positif,"Info lowongan nya benar"" sangat membantu saya dalam mencari pekerjaan"
Eka Rita,1,7/18/2024 6:23,netral,"Banyak Loker tp chat ga pernah di bales sama HRD, lama menunggu yg datang malah email loker sudah Tutup 😭"
Danu Irwansyah,5,7/18/2024 5:16,positif,Sangat amat membantu
Yunus Safitra,5,7/18/2024 4:59,netral,Semoga bisa membantu
『Riski』 乛aja,5,7/18/2024 4:28,positif,menurut pendapat saya apk Glints dapat membantu kaum pengangguran di banyak kota di Indonesia 😀👍🏾
Siti Aisah,5,7/18/2024 3:59,positif,bgs terus tingkatkan dan pertahankan
M Hafiz Fauzi,5,7/18/2024 3:30,positif,mantapl sekali
Charles Sarong,5,7/18/2024 2:28,positif,Sangat baik
Yodan Marwoto,5,7/18/2024 2:00,netral,Applikasi ini sangat membantu sekali untuk para pencari pekerjaan akan tetapi applikasi tersebut harus memilih bagaimana caranya si pemberi lowongan itu tidak mengharapkan pembayaran jika si pelamar dtg ke tempat..
M.A.D (Vest gaming),5,7/18/2024 1:27,positif,Mantap
Yadi Laroy,3,7/18/2024 1:09,negatif,msh blm ada yg nerima kerja
Gusti Andhika,4,7/17/2024 10:28,positif,bagus
Ahmad Mufaqih,5,7/17/2024 10:17,netral,👌
Putri Aqilla,5,7/17/2024 10:17,positif,cepat dapet kerjanya.
faiz,1,7/17/2024 6:52,negatif,kaa ini harus diperhatikan si aku ngelamar data entry trus di email harus ngehubungi di telegram habis itu kerjanya admin pesan di e-commerce web gitu tp fiktif trs disuruh top up😭ini bodong kannn masa dari apk ini ada kerja boongan sii😭
Alimah Alimah,5,7/17/2024 6:28,positif,bisa lebih mudah untuk mencari kerja
Mr. Vorth,5,7/17/2024 5:36,positif,good
Ata Muhidin,4,7/17/2024 4:36,netral,kurang tau ya soalnya belum nyoba lamar
SULTAN HASANUDIN,5,7/17/2024 4:14,positif,The best than linked in
Musdzalifah Sukmawati,4,7/17/2024 2:22,positif,"bagus apknya, rekemondasi buat yg nyari kerja"
Dodi Sumantri,4,7/17/2024 2:16,positif,sangat membantu
Jasman Mudahan,4,7/17/2024 1:52,netral,Mencari pekarjaan sebagai staf jaringan komputer dan dan pengaturan server jaringab serta hotspot jaringan wifi
Sebastian Ghozali,4,7/16/2024 18:06,netral,semoga dapet loker
Murdani Dani,5,7/16/2024 16:24,positif,Bagus sekali untuk yg sedang mencari pekerjaan
ogi ginanjar,5,7/16/2024 14:17,positif,Sangat membantu
Ali Rasid,5,7/16/2024 12:53,positif,makasih atas informasinya
aisyah atiqohfitri,5,7/16/2024 12:51,positif,cara kamarnya mudah dan tentunya gratis. saya suka. tidak seperti aplikasi yang lain yang harus berbayar. terimakasih sudah membuat aplikasi ini. saya harap aplikasi ini tidak memiliki fitur pro hanya untuk pemakai membayar aplikasi agar bisa di pakai.
Den uncle88,1,7/16/2024 10:22,negatif,buruk tidak jelas
ayu dewi,3,7/16/2024 9:33,netral,♍♍Mmg... jangan kite🪁 🪁out kllo kllo kitoll Jl
Andri Awan,5,7/16/2024 8:47,positif,keren..
Acuk Racuk,5,7/16/2024 8:26,netral,saya kasih bintang 5 smoga membantu saya di kasi pekerjaan
Faruq Arrozi,5,7/16/2024 7:36,positif,sangat terbaik
Arloka Jaya85,5,7/16/2024 5:44,positif,akurat terpercaya
Firdaus Muhammad,5,7/16/2024 4:14,positif,bgus
Caki Iwan Cakimey,1,7/16/2024 3:11,netral,RIBET CARA NGELAMAR DIAPLIKASI INI....
Juzan Juzan,5,7/16/2024 0:53,positif,ok
Vlosky endy anto,5,7/16/2024 0:02,positif,thank you very much
Dewi Hotimah,3,7/15/2024 23:48,positif,bagus
Givari Alamhudi,5,7/15/2024 22:48,netral,Semoga ada lowongan untuk penyandang low vision di aplikasi ini
Ahmad Farizi,1,7/15/2024 18:06,positif,oke
Amanda Moerdiani,2,7/15/2024 12:11,negatif,Ini kenapa aplikasinya keluar sendiri ya
arif fadli,5,7/15/2024 12:10,positif,bagus langsung ke perusahaan tidak pakai calo👍
Dhot Dhit,5,7/15/2024 10:19,positif,"Bagus buat mencari pekerjaan, bagi yg sudah bekerja atau belum bekerja, karena lebih simpel dan langsung chat ke HRD perusahaan."
ve ayu,5,7/15/2024 10:05,negatif,Aplikasi terlalu susah digunakan. Info dan pemberitahuan tentang loker tidak ada. Susah buat tahu proses seleksi yang dilakukan.
Agus Suryana,5,7/15/2024 9:51,netral,mntp bgt semoga sesuai dgn diriku
Asep Saepulloh,5,7/15/2024 8:26,positif,sangat membantu
raja muhammadradza,3,7/15/2024 8:23,netral,kalo sampe bener dapet kerjaan saya kasih bintang 5 + promosi ke seluruh teman sahabat saudara dan keluarga
Widari Widari,2,7/15/2024 8:22,positif,bagus
Nurul Amsor,4,7/15/2024 8:06,netral,"bagus, meski belum dapat kerja"
Ferdi Yansah,5,7/15/2024 7:02,positif,bagusss bgt
Esra Pelawi,5,7/15/2024 6:18,positif,mantap
juniawan wiguna,1,7/15/2024 6:07,negatif,Ini aplikasi bug bener gw milih daerah tangerang ngaco kmna mana jawa barat denpasar ke jawa lah heran gw mah Udh mah jarang tembus
Romiadi Achiruly,5,7/15/2024 6:05,positif,Ok koh
Saripa Nur Ayu,3,7/15/2024 5:14,netral,untuk saat ini bintang 3 dulu soalnya filter wilayahnya ga ngaruh masi acak 🙏🏻
Untung Budi,5,7/15/2024 5:05,positif,bagus sekali
Yohana wido elia Kosang,4,7/15/2024 4:18,netral,"Hai dan selamat pagi semuanya bos,apa kabar pada saat ini bos"
Gusniya Nurkalipah,5,7/15/2024 3:37,netral,semoga bisa mendapatkan Pekerjaan
Putri Nursiwan,5,7/15/2024 3:05,positif,aplikasi terbaik dlm hal loker
dimas ainur,5,7/15/2024 1:36,positif,sangat membantu
Muhammad Rafli,5,7/15/2024 0:36,positif,Good
Bang Hel,5,7/14/2024 16:06,positif,Keren
Muhammad Sidiq,1,7/14/2024 11:31,negatif,"Siapa yang berhasil diundang Interview dari lamaran yang dikirim lewat aplikasi ini? Jawabannya nihil. Kalau kalian jeli, aplikasi ini mencurigakan. Ada kemungkinan pihak H&R tidak membuka loker di aplikasi ini, sehingga lamaran yang sudah dikirim tidak sampai. Atau loker yang ada disini dibuat oleh orang Internal Glints?"
Adhi Wahyudi,4,7/14/2024 10:18,positif,good
Faldi arifin_Pasarternate,5,7/14/2024 10:10,positif,mantap
taryu din,5,7/14/2024 6:05,positif,ini sangat membantu bagi saya untuk mencari pekerjaan
Adi Saputra,5,7/14/2024 3:15,positif,oke
Mohammad Adam,4,7/14/2024 1:48,positif,keren
armanda suryaputra,5,7/14/2024 0:36,positif,menarik
Lukman Nulhakim,5,7/13/2024 22:55,positif,Good job
Rizky Maulana (Leader Thiti),4,7/13/2024 15:28,positif,good
Rasyid zr,5,7/13/2024 11:59,netral,"membantu untuk melamar pekerjaan, semoga aja diterima"
Arf Crazy,5,7/13/2024 11:55,netral,"sangat membantu untuk cari kerjaan, buat yang mau kerja semogga dapat pekerjaan ya amin"
Ubay Dilah,5,7/13/2024 11:54,positif,aplikasi ini sangat membantu untuk mencari pekerjaan
Muammar Alwan,5,7/13/2024 10:53,positif,menurut saya aplikasi ini cukup bagus untuk yang sedang mencari informasi tentang pekerjaan
Muhammad Rizal,5,7/13/2024 8:17,positif,keren
Xili,1,7/13/2024 6:14,negatif,"Aplikasi ini cuma mentingin perekrut,,,, Sementara yg melamar digantung karena ga pernah dibalas,,, Seharusnya aplikasinya mewajibkan perekrut utk merespon jgn suka digantung gitu yg tidak jelas,,,"
Azzahra fatimah,5,7/13/2024 3:45,positif,sejauh ini bagus dan mudah untuk melengkapi profil dan mencari loker
Jalaluddin Sajha,5,7/13/2024 2:09,netral,yaa
Listia N,1,7/13/2024 1:43,negatif,"Semenjak di perbarui, jd pusing liat loker di glints. Pas klik 'baru ditambahkan' pun yg muncul tuh loker yg udh bberapa hari/bbrp minggu yg lalu."
THRQ 101,5,7/13/2024 1:38,positif,mantap
Sikenyok Oi,1,7/13/2024 0:19,netral,Kurang lebih loker seles
Aldi Petani,4,7/12/2024 22:28,negatif,ada tampilan yang sering mengganggu
Dedi BULLDOZER,5,7/12/2024 15:59,positif,"info lokernya banyak dan sangat membantu, meskipun saya belum dapat panggilan😢"
Nurul Fauziah,5,7/12/2024 11:15,positif,ok
Hendra Jaya,5,7/12/2024 7:39,positif,jelas dan sangat membantu
Eny Nuraeni,5,7/12/2024 5:13,positif,oke..membantu
Muha Nuyaqin,5,7/12/2024 4:34,positif,Semoga bermanfaat
Apri DC,5,7/12/2024 4:05,positif,terbaik
visyah 22,5,7/12/2024 3:57,positif,baik memuaskan
Eri Rahman,4,7/12/2024 2:28,netral,semoga semakin maju apk glint supaya membantu orang yang lagi butuh kerja atau orang lagi nyari kerja
fiatfn,4,7/12/2024 0:59,negatif,"kenapa yaa, aplikasi no respon terus berujung force close."
Ndriee Sykesss,5,7/12/2024 0:53,positif,baguss
Ade Daeli,5,7/11/2024 22:03,positif,Aplikasi yang sangat membantu
Lindung Surbakti,1,7/11/2024 19:50,negatif,Ga juga apk ini ga jelas
Adh Sby,5,7/11/2024 15:28,positif,bagus
Lia maharani,2,7/11/2024 14:48,netral,segini dulu do'ain aku dimudahkan dapat pekerjaan di apk ini biar ku tambahin 5 bintang
DION FELIX AGUSVITO GULTOM DION GULTOM,1,7/11/2024 13:00,negatif,"Woi, ini kenapa lagi?. Cepat di perbaiki servernya. Aku mau cari kerja. Kalau gak aku lapor ini kaliannya. 😡😡😡..."
BAGUS SASMITO,4,7/11/2024 12:38,positif,Baik
Sellazahirah Afdillah,5,7/11/2024 11:57,positif,Sangat membantu
ACHMAD MAHMUD,5,7/11/2024 11:56,netral,semoga barokah
Affrianu,5,7/11/2024 9:21,positif,Luaaar biasaaa
22 Raditya Arkaan H,5,7/11/2024 8:51,negatif,"saran aja sih, tambahkan ulasan untuk jobseeker terhadap perusahaan yg mau di apply"
Hendra Asmoro,5,7/11/2024 8:35,positif,mantap 👍
MUL YADI,5,7/11/2024 8:02,negatif,alhamdulilah blm ada hasil
MASCODETNG,3,7/11/2024 7:14,negatif,"Coba bikin buat blokir perusahaan (DM,view profile, CV/resume, dll). Skill sesuai kok jawabannya Skill tidak sesuai. Agak capek ngelayanin HR ga ngerti requirement yg dibutuhkan."
robin Dafraf,5,7/11/2024 6:38,positif,baik
Nur Tiarawati,4,7/11/2024 4:53,positif,"sejauh ini mudah untuk cara melamar nya tapi belum tau hasil nya, terimakasih sudah membantu mempermudah kami dalam mencari info lowongan pekerjaan"
Noval Fitriansyah,3,7/11/2024 3:52,positif,good
Arif Rahman,4,7/11/2024 3:36,netral,Bagus aplikasinya untuk mencari pekerjaan. Tapi alangkah baiknya aplikasi ini bisa mencari lowongan kerja di berbagai provinsi dan daerah. Agar orang yang mencari kerja bisa bekerja di provinsinya dan tidak keluar biaya untuk pergi ke provinsi lain untuk melamar pekerjaan yang ada di aplikasi.
DeDimS Official,5,7/11/2024 3:19,positif,sangat membantu dalam rekruitmen karyawan. aplikasi mudah dipelajari dan d pahami.
zio alviero,5,7/11/2024 3:08,positif,good
Muhamad Firmanda,5,7/11/2024 2:53,positif,oke
Hamid Abdul,4,7/11/2024 2:41,netral,assalamu'alaikum
Ifan pamungkas Ifan176,3,7/11/2024 0:25,positif,cukup membantu untuk pencaker
Bahrur rosyad,5,7/10/2024 21:44,positif,josss
Nanza lita,5,7/10/2024 20:31,positif,aplikasi ini sangat membantu mencari kerja
Sapawi Ali,5,7/10/2024 14:23,netral,"Noway , Noway , Noway , Noway . . . ."
wahyudin wahyudinn,5,7/10/2024 11:36,positif,mantap
Aulia,5,7/10/2024 10:46,positif,sangat membantu
Ummi Nur Lathifah,4,7/10/2024 9:04,netral,"mudah digunakan, namun kekurangannya adalah tidak ada informasi terkait batas perekrutan"
Rangga Eka pranesta,5,7/10/2024 8:26,positif,keren banget
Yogy Taufikurrohman,5,7/10/2024 8:02,positif,Thanks glints
Raden Wilis,5,7/10/2024 7:09,netral,semoga cocok
