,content,label_num,clean_teks
1077,Ini kenapa aplikasinya keluar sendiri ya,0,aplikasi ya
1078,bagus langsung ke perusahaan tidak pakai calo👍,2,bagus langsung usaha tidak pakai calo
1079,"Bagus buat mencari pekerjaan, bagi yg sudah bekerja atau belum bekerja, karena lebih simpel dan langsung chat ke HRD perusahaan.",2,bagus cari kerja simpel langsung chat hrd usaha
1080,Aplikasi terlalu susah digunakan. Info dan pemberitahuan tentang loker tidak ada. Susah buat tahu proses seleksi yang dilakukan.,0,aplikasi susah informasi pemberitahuan loker tidak susah proses seleksi
1081,mntp bgt semoga sesuai dgn diriku,1,mntp banget moga sesuai diri
1082,sangat membantu,2,bantu
1083,kalo sampe bener dapet kerjaan saya kasih bintang 5 + promosi ke seluruh teman sahabat saudara dan keluarga,1,bener dapet kerja kasih bintang promosi teman sahabat saudara keluarga
1084,bagus,2,bagus
1085,"bagus, meski belum dapat kerja",1,bagus kerja
1086,bagusss bgt,2,bagusss banget
1087,mantap,2,mantap
1088,Ini aplikasi bug bener gw milih daerah tangerang ngaco kmna mana jawa barat denpasar ke jawa lah heran gw mah Udh mah jarang tembus,0,aplikasi bug bener milih daerah tangerang ngaco mana jawa barat denpasar jawa heran mah mah jarang tembus
1089,Ok koh,2,ok koh
1090,untuk saat ini bintang 3 dulu soalnya filter wilayahnya ga ngaruh masi acak 🙏🏻,1,bintang filter wilayah tidak pengaruh acak
1091,bagus sekali,2,bagus
1092,"Hai dan selamat pagi semuanya bos,apa kabar pada saat ini bos",1,hai selamat pagi bosapa kabar bos
1093,semoga bisa mendapatkan Pekerjaan,1,moga kerja
1094,aplikasi terbaik dlm hal loker,2,aplikasi baik loker
1095,sangat membantu,2,bantu
1096,Good,2,good
1097,Keren,2,keren
1098,"Siapa yang berhasil diundang Interview dari lamaran yang dikirim lewat aplikasi ini? Jawabannya nihil. Kalau kalian jeli, aplikasi ini mencurigakan. Ada kemungkinan pihak H&R tidak membuka loker di aplikasi ini, sehingga lamaran yang sudah dikirim tidak sampai. Atau loker yang ada disini dibuat oleh orang Internal Glints?",0,hasil undang interview lamar kirim aplikasi jawab nihil jeli aplikasi curiga tidak buka loker aplikasi lamar kirim tidak loker orang internal glints
1099,good,2,good
1100,mantap,2,mantap
1101,ini sangat membantu bagi saya untuk mencari pekerjaan,2,bantu cari kerja
1102,oke,2,oke
1103,keren,2,keren
1104,menarik,2,tarik
1105,Good job,2,good job
1106,good,2,good
1107,"membantu untuk melamar pekerjaan, semoga aja diterima",1,bantu lamar kerja moga terima
1108,"sangat membantu untuk cari kerjaan, buat yang mau kerja semogga dapat pekerjaan ya amin",1,bantu cari kerja kerja semogga kerja ya amin
1109,aplikasi ini sangat membantu untuk mencari pekerjaan,2,aplikasi bantu cari kerja
1110,menurut saya aplikasi ini cukup bagus untuk yang sedang mencari informasi tentang pekerjaan,2,aplikasi cukup bagus cari informasi kerja
1111,keren,2,keren
1112,"Aplikasi ini cuma mentingin perekrut,,,, Sementara yg melamar digantung karena ga pernah dibalas,,, Seharusnya aplikasinya mewajibkan perekrut utk merespon jgn suka digantung gitu yg tidak jelas,,,",0,aplikasi mentingin rekrut lamar gantung tidak balas aplikasi wajib rekrut merespon suka gantung tidak
1113,sejauh ini bagus dan mudah untuk melengkapi profil dan mencari loker,2,bagus mudah lengkap profil cari loker
1114,yaa,1,yaa
1115,"Semenjak di perbarui, jd pusing liat loker di glints. Pas klik 'baru ditambahkan' pun yg muncul tuh loker yg udh bberapa hari/bbrp minggu yg lalu.",0,semenjak baru pusing lihat loker glints pas klik muncul tuh loker bberapa haribbrp minggu
1116,mantap,2,mantap
1117,Kurang lebih loker seles,1,kurang loker les
1118,ada tampilan yang sering mengganggu,0,tampil ganggu
1119,"info lokernya banyak dan sangat membantu, meskipun saya belum dapat panggilan😢",2,informasi lokernya bantu panggil
1120,ok,2,ok
1121,jelas dan sangat membantu,2,bantu
1122,oke..membantu,2,okemembantu
1123,Semoga bermanfaat,2,moga manfaat
1124,terbaik,2,baik
1125,baik memuaskan,2,baik muas
1126,semoga semakin maju apk glint supaya membantu orang yang lagi butuh kerja atau orang lagi nyari kerja,1,moga maju apk glint bantu orang butuh kerja orang nyari kerja
1127,"kenapa yaa, aplikasi no respon terus berujung force close.",0,yaa aplikasi nomor respon ujung force close
1128,baguss,2,baguss
1129,Aplikasi yang sangat membantu,2,aplikasi bantu
1130,Ga juga apk ini ga jelas,0,tidak apk tidak
1131,bagus,2,bagus
1132,segini dulu do'ain aku dimudahkan dapat pekerjaan di apk ini biar ku tambahin 5 bintang,1,gin doa mudah kerja apk biar ku tambahin bintang
1133,"Woi, ini kenapa lagi?. Cepat di perbaiki servernya. Aku mau cari kerja. Kalau gak aku lapor ini kaliannya. 😡😡😡...",0,woi cepat baik servernya cari kerja tidak lapor kalian
1134,Baik,2,baik
1135,Sangat membantu,2,bantu
1136,semoga barokah,1,moga barokah
1137,Luaaar biasaaa,2,luaaar biasaaa
1138,"saran aja sih, tambahkan ulasan untuk jobseeker terhadap perusahaan yg mau di apply",0,saran sih tambah ulas cari kerja usaha apply
1139,mantap 👍,2,mantap
1140,alhamdulilah blm ada hasil,0,alhamdulillah hasil
1141,"Coba bikin buat blokir perusahaan (DM,view profile, CV/resume, dll). Skill sesuai kok jawabannya Skill tidak sesuai. Agak capek ngelayanin HR ga ngerti requirement yg dibutuhkan.",0,coba bikin blokir usaha dmview profile cvresume lain skill sesuai jawab skill tidak sesuai capek ngelayanin tidak erti requirement butuh
1142,baik,2,baik
1143,"sejauh ini mudah untuk cara melamar nya tapi belum tau hasil nya, terimakasih sudah membantu mempermudah kami dalam mencari info lowongan pekerjaan",2,mudah lamar nya tau hasil nya terimakasih bantu mudah cari informasi lowong kerja
1144,good,2,good
1145,Bagus aplikasinya untuk mencari pekerjaan. Tapi alangkah baiknya aplikasi ini bisa mencari lowongan kerja di berbagai provinsi dan daerah. Agar orang yang mencari kerja bisa bekerja di provinsinya dan tidak keluar biaya untuk pergi ke provinsi lain untuk melamar pekerjaan yang ada di aplikasi.,1,bagus aplikasi cari kerja alangkah baik aplikasi cari lowong kerja provinsi daerah orang cari kerja provinsi tidak biaya pergi provinsi lamar kerja aplikasi
1146,sangat membantu dalam rekruitmen karyawan. aplikasi mudah dipelajari dan d pahami.,2,bantu rekruitmen karyawan aplikasi mudah ajar d paham
1147,good,2,good
1148,oke,2,oke
1149,assalamu'alaikum,1,assalamualaikum
1150,cukup membantu untuk pencaker,2,cukup bantu pencaker
1151,josss,2,josss
1152,aplikasi ini sangat membantu mencari kerja,2,aplikasi bantu cari kerja
1153,"Noway , Noway , Noway , Noway . . . .",1,noway noway noway noway
1154,mantap,2,mantap
1155,sangat membantu,2,bantu
1156,"mudah digunakan, namun kekurangannya adalah tidak ada informasi terkait batas perekrutan",1,mudah kurang tidak informasi kait batas rekrut
1157,keren banget,2,keren banget
1158,Thanks glints,2,terimakasih glints
1159,semoga cocok,1,moga cocok
1160,format job seeker yang bagus,2,format job seeker bagus
1161,lemot,0,lot
1162,apk nya ada bug kah? dari kemarin cari job tiba-tiba ngeleg hp ku dan mematikan daya sendiri. bahaya bgt mana hp ku masi baru ngga mungkin yg salah hp ku kan ya? beberapa kali kejadian gini jadi emg yg bermasalah dari apk nya. tolong diperbaiki masalah bug gini,0,apk nya bug kah kemarin cari job tibatiba ngeleg hp ku mati daya bahaya banget hp ku tidak salah hp ku ya kali jadi emang masalah apk nya tolong baik bug
1163,👍👍👍,1,
1164,mudah dan cepat kirim lamaran melalui Glints... semoga cepat direspon oleh Perusahaan yg dituju,2,mudah cepat kirim lamar glints moga cepat direspon usaha tuju
1165,mantap makin maju dan sukses selalu,2,mantap maju sukses
1166,sangat membantu,2,bantu
1167,terimakasih 🙏,2,terimakasih
1168,bagus,2,bagus
1169,mantap,2,mantap
1170,mudah2an bisa dapat job,1,mudah job
1171,sangat membantu dalam proses pencarian pekerjaan... recommended buat kalian yang sedang mencari informasi pekerjaan,2,bantu proses cari kerja recommended cari informasi kerja
1172,apk nya mantap semoga semakin update apk nya,2,apk nya mantap moga update apk nya
1173,tidak ada 1 pun perusahaan yg merespon,0,tidak usaha merespon
1174,Beautiful,2,beautiful
1175,bagus,2,bagus
1176,Bagus,2,bagus
1177,masih meragukan tp ya semoga bisa buat lamar kerja praktis,1,ragu ya moga lamar kerja praktis
1178,bagus,2,bagus
1179,keren Glints,2,keren glints
1180,semoga bermanfaat,1,moga manfaat
1181,sangat membantu,2,bantu
1182,"Aplikasi ini cukup bagus dan saya baru memulainya, sebagai informasi asya kasih bintang 4 dulu.untuk selanjutnya jika meningkat saya kasih bintang 5",2,aplikasi cukup bagus mula informasi asya kasih bintang duluuntuk tingkat kasih bintang
1183,Halo min Bisakah menambah fitur beberapa CV di glints saat melamar ? Karena terkadang butuh 1-4 CV untuk menyesuaikan loker yang ada sesuai cvnya Terima kasih,1,halo min tambah fitur cv glints lamar terkadang butuh cv sesuai loker sesuai cvnya terima kasih
1184,sangat membantu,2,bantu
1185,good company,2,good usaha
1186,kasi 5 next,1,kasih next
1187,gokilll !!!,2,gokilll
1188,Sangat membantu 🙏🏼😊,2,bantu
1189,Maaf tak kasih 2 bintang dulu soalnya udh bnyk masukin lamaran tpi belum ada satu pun yg di respon,1,maaf tidak kasih bintang masukin lamar respon
1190,Baru lulus SMK,1,lulus smk
1191,sangat membantu,2,bantu
1192,sangat membantu dalam mencari pekerjaan,2,bantu cari kerja
1193,mantap.,2,mantap
1194,selalu update dan info yg di berikan akurat,0,update informasi akurat
1195,mudah mudahan bisa dapet kerja,1,mudah mudah dapet kerja
1196,Semoga Halal dan Barokah,1,moga halal barokah
1197,ok,2,ok
1198,ok,2,ok
1199,sangat membantu,2,bantu
1200,sya berharap besar bisa mendapatkan pekerjaan di Glints ini.,1,harap kerja glints
1201,bermanfaat,2,manfaat
1202,blum tau gimana ni hasilnya tapi saya akan mencobanya lagi karena agak eror aplikasinya,1,tau ni hasil coba eror aplikasi
1203,ok,2,ok
1204,terbaik,2,baik
1205,lumayan cari bisa cari sibuk disini,2,lumayan cari cari sibuk
1206,banyakin reference worknya,2,banyakin reference worknya
1207,terima kasih,2,terima kasih
1208,sangat baik,2,baik
1209,membantu,2,bantu
1210,keren,2,keren
1211,sangat membantu,2,bantu
1212,masih baru di coba kasih bintangnya 3 dulu :),1,coba kasih bintang
1213,terimakasih sudah memudahkan dan membantu saya mendapatkan pekerjaan yang sesuai dengan kemampuan saya.,2,terimakasih mudah bantu kerja sesuai mampu
1214,Apk nya bagus tapi apa gk ada yg buat lulusan SD kaya saya 🙏,1,apk nya bagus tidak lulus sd kaya
1215,💸,1,
1216,apk nya bagus,2,apk nya bagus
1217,good,2,good
1218,"Aplikasinya sangat bagus, jobseeker bisa langsung chat ke HRD perusahaan. Saran tolong ditambahkan fitur pencarian nama perusahaan yg buka loker, kemudia iklan loker harusnya dibuat estimasi expired date karena banyak HRD tdak perduli php jobseeker. Status tahap komunikasi, wawancara dan skill/psikotest tahap ini tidak ada info kelanjutan sampe berbulan2.",2,aplikasi bagus cari kerja langsung chat hrd usaha saran tolong fitur cari nama usaha buka loker kemudia iklan loker estimasi expired tanggal hrd tidak peduli php cari kerja status tahap komunikasi wawancara skillpsikotest tahap tidak informasi lanjut bulan
1219,praktis dan update,2,praktis update
1220,membantu mencari informasi,2,bantu cari informasi
1221,bagus dan menambah wawasan,2,bagus tambah wawas
1222,untuk sementara baik,1,baik
1223,mantaaaap,2,mantaaaap
1224,Aplikasi ini sangat bermanfaat,2,aplikasi manfaat
1225,Mantap,2,mantap
1226,"Terimakasih untuk aplikasi sangat membantu, saya bisa dapat pekerjaan dari aplikasi glints. Semoga semakin baik lagi pelayanan",2,terimakasih aplikasi bantu kerja aplikasi glints moga baik layan
1227,keren,2,keren
1228,sangat baik,2,baik
1229,Tolong mempeluas daerah kopo bandung,1,tolong luas daerah kopo bandung
1230,ok,2,ok
1231,Luarrr biasaaa,2,luarrr biasaaa
1232,Bagus,2,bagus
1233,good,2,good
1234,Smoga muda mencari pekerjaan,1,moga muda cari kerja
1235,aplikasi yang sangat baik,2,aplikasi baik
1236,"over all, good",2,over all good
1237,sangat bermanfaat,2,manfaat
1238,membantu,2,bantu
1239,bismillah ya aku baru download,1,bismillah ya download
1240,sangat membantu sekali buat kita yang jauh di papua bisa mencari lowongan keluar daerah mencari pengalaman ke luar daerah dan keluar dri zona nyaman,2,bantu papua cari lowong daerah cari alam daerah zona nyaman
1241,ok,2,ok
1242,Di pengaturan bahasa saya kok gak bisa diubah ke bahasa indo min,0,atur bahasa tidak ubah bahasa indonesia min
1243,Responsif,2,responsif
1244,baik,2,baik
1245,Excellent,2,excellent
1246,tidak ada pekerjaan di kota Palembang,0,tidak kerja kota palembang
1247,cukup baik,2,cukup baik
1248,manatap,2,manatap
1249,Woi KNP setiap Ku Lamar kerja Malayan di tolak terus Padahal sudah pengalaman kerja juga masih ada di tolak Katanya aplikasi Lowongan kerja Sudah sampe 100 masih di tolak juga Mau loh APA sih haah Dasar aplikasi Lowongan kerja gak guna,0,woi ku lamar kerja malayan tolak alam kerja tolak aplikasi lowong kerja tolak loh sih haah dasar aplikasi lowong kerja tidak
1250,sangat membantu,2,bantu
1251,"Saya tidak mengerti, apakah aplikasi nya terlalu berat atau memang aplikasinya yang terlalu lambat. Untuk memproses masuk aplikasi saja sangat lama",0,tidak erti aplikasi nya berat aplikasi lambat proses masuk aplikasi
1252,semoga beruntung,1,moga untung
1253,"Saya merupakan lulusan S1 Sosiologi universitas Riau dengan IPK 3.45. Saya cukup aktif dalam beberapa kegiatan, perlombaan, dan juga organisasi selama berkuliah. Saya pernah terpilih menjadi perwakilan Fakultas ilmu sosial dan ilmu politik di pemilihan Duta universitas Riau pada tahun 2020 dan meraih penghargaan sebagai pemenang Duta Universitas Riau Favorit",1,lulus s sosiologi universitas riau ipk cukup aktif giat lomba organisasi kuliah pilih wakil fakultas ilmu sosial ilmu politik pilih duta universitas riau raih harga menang duta universitas riau favorit
1254,"bagus, namun saya lamar blm ada jawaban",1,bagus lamar
1255,good job,2,good job
1256,good,2,good
1257,blm tau kedepannya,1,tau depan
1258,bagus tapi saya belum ada panggilan kerja,1,bagus panggil kerja
1259,Sangat terbantu dari aplikasi glints untuk info kerjaan,2,bantu aplikasi glints informasi kerja
1260,nice apps,2,nice apps
1261,"Gak bisa re-set Password yg lupa. Sdh berhasil dpt link re-set Password via Email, tapi saat email dipakai buat masuk kembali ke akun glints kmdn itu email saya dianggap gak valid pd hal itu Email yg sejak pertama dipakai daftar akun glints. Sepertinya glints sedang bermasalah?",0,tidak reset password lupa hasil taut reset password via email email pakai masuk akun glints kmdn email anggap tidak valid pd email pakai daftar akun glints glints masalah
1262,chat ke hr nya tidak pernah ada balasan,0,chat nya tidak balas
1263,pelamar kerja,1,lamar kerja
1264,baik,2,baik
1265,sangat membantu untuk semua org yg membutuhkan banget,2,bantu orang butuh banget
1266,sangat membantu dan mudah,2,bantu mudah
1267,good,2,good
1268,sangat bermanpaat,2,bermanpaat
1269,semoga membantu,2,moga bantu
1270,terbaik,2,baik
1271,Tolong dong dibantu...sampai sekarang saya blom juga kerja2...lamaran nya doang kerja nya tidak..🤦 sekalian ada panggilan pakai uang admin...😡😡,0,tolong dibantusampai kerjalamaran nya kerja nya tidak panggil pakai uang admin
1272,membantu sekali,2,bantu
1273,masih dalam proses,1,proses
1274,Sangat bagus,2,bagus
1275,good,2,good
1276,APLIKASI INI SANGAT MEMBANTU UNTUK KOMUNIKASI DAN PERKERJAAN,2,aplikasi bantu komunikasi kerja
1277,keren,2,keren
1278,baguss sekali membantu sekali,2,baguss bantu
1279,Aplikasinya bagus saya tertarik untuk bergabung bisnis .,2,aplikasi bagus tarik gabung bisnis
1280,mantap,2,mantap
1281,good,2,good
1282,sangat membantu,2,bantu
1283,"3 bintang dulu,kalo ada yg menerima saya bekerja,saya lgs kasih bintang 5,🙏",1,bintang dulukalo terima bekerjasaya lgs kasih bintang
1284,ok,2,ok
1285,bagus apk nya,2,bagus apk nya
1286,oke,2,oke
1287,"Ok,aplikasi Glints",2,okaplikasi glints
1288,sangat membantu,2,bantu
1289,sangat pembantu,2,bantu
1290,keren,2,keren
1291,lowongan kerja di Glinds mantap,2,lowong kerja glinds mantap
1292,very good,2,very good
1293,b aj,1,bb
1294,Sangat Baik,2,baik
1295,Aneh gua satu pun lamaran GK ada yang kepangil,0,aneh lamar tidak kepangil
1296,👍👍👍👍👍,1,
1297,selalu update yg terbaru loker kerja nya ya,1,update baru loker kerja nya ya
1298,bagus,2,bagus
1299,Aplikasi sangat membantu yg membutuhkan pekerjaan,2,aplikasi bantu butuh kerja
1300,good,2,good
1301,Aplikasi tolol daftar jadi perusahaan yg mau rekrut malah di persulit,0,aplikasi tolol daftar usaha rekrut sulit
1302,Bermanfaan dan membatu pencari kerja,2,bermanfaan batu cari kerja
1303,ok,2,ok
1304,sangat membantu para pencari kerja,2,bantu cari kerja
1305,"Maaf buat UI nya sekarang berat banget. Kasih rate *1. Ntar kalo ga sering keluar tiba² atau udah ga lag lagi, baru kasih *5",0,maaf ui nya berat banget kasih rate tidak tiba tidak lag kasih
1306,"Fungsi Filter tidak berguna, mau menampilkan loker di jakarta, malah muncul banyak yg diluar kota",0,fungsi filter tidak guna tampil loker jakarta muncul luar kota
1307,"UPDATE MULUUUU, SEBULAN SEKALI KAH APLIKASINYA KUDU UPDATE?",0,update muluuuu bulan kah aplikasi kudu update
1308,yesss memuaskan,2,yesss muas
1309,Semoga bisa membantu,1,moga bantu
1310,"Masih banyak yang perlu diperbaiki, contoh kita sudah pilih option kota/daerah yang diinginkan, job dan range salary, tapi resultnya keluar semua lowongan tersebut dari semua daerah dan range salary juga dari nol keluar semua. Seolah olah option yang dicantumkan tidak ada arti. Jadi kita disajikan data random. Sangat tidak effisien. Beda dengan aplikasi sebelah.",0,baik contoh pilih option kotadaerah job range salary resultnya lowong daerah range salary nol olah option cantum tidak arti saji data random tidak effisien beda aplikasi belah
1311,mudah dimengerti,2,mudah erti
1312,semoga segera mendapatkan pekerjaan,1,moga kerja
1313,sangat membantu,2,bantu
1314,kurang puas denga aplikasi ini karena saat pencarian skill tidak dapat di temukan padahal skil ku sebagai sopir Driver,0,kurang puas denga aplikasi cari skill tidak temu skil ku sopir driver
1315,bagus,2,bagus
1316,"semoga diterima ya kerja nya,app nya bagus sekali",1,moga terima ya kerja nyaapp nya bagus
1317,bagus,2,bagus
1318,Lowongan sesuai lokasi sedikit,0,lowong sesuai lokasi
1319,Kenapa waktu mau upload cv selalu gagal mulu dan kembali ke beranda awal lagi mohon bantuannya dong udh berkali Kali tetep gabisa,0,upload cv gagal mulu beranda mohon bantu kali kali tidak
1320,glins.sangat membantu mencari pekerjaan. dan mudah d gunakan untuk melamar. tahank glints is the best,2,glinssangat bantu cari kerja mudah d lamar tahank glints is the best
1321,bagus,2,bagus
1322,baguuus,2,baguuus
1323,baru usaha awal,2,usaha
1324,baikk sekali,2,baikk
1325,keren,2,keren
1326,Lamaran pekerjaan banyak yang sudah tutup tapi tetep ditampilkan,0,lamar kerja tutup tampil
1327,Notifikasi nya telat sehingga saya terlambat untuk pemberitahuan interview.,0,notifikasi nya telat lambat pemberitahuan interview
1328,wooww,2,wooww
1329,"aplikasi nya keren, fasilitasnya sangat membantu mendapatkan kerja",2,aplikasi nya keren fasilitas bantu kerja
1330,Sangat bermanfaat,2,manfaat
1331,Trimakasi dengan aflikasi ini kami jadi mudah mencari lowongan kerja trimakasi,2,trimakasi aflikasi mudah cari lowong kerja trimakasi
1332,bagus wadah pencari kerja terupdate sangat membantu buat yang mencari pekerjaan,2,bagus wadah cari kerja terupdate bantu cari kerja
1333,Sejauh ini cukup bagus,2,cukup bagus
1334,Baru install besok langsung berangkat kerja njirrr😭🗿,1,install besok langsung berangkat kerja njirrr
1335,moga dapet kerja yang baik halal aamiin,1,moga dapet kerja baik halal aamiin
1336,good buat freshgraduate,2,good freshgraduate
1337,informasinya sangat membantu,2,informasi bantu
1338,semoga bermanfaat,1,moga manfaat
1339,lebih mudah digunakan dibanding yg sebelah,2,mudah banding belah
1340,Pengen kerja kk,1,kerja kk
1341,goood,2,goood
1342,Tolong hilangin preferensi kerjanya dong sama aku cari ptnya gk nemu² padahal aku liat di instagram buka loker pas kiat di aplikasinya gk ada gimana ya?,0,tolong hilangin preferensi kerja cari ptnya tidak nemu lihat instagram buka loker pas kiat aplikasi tidak ya
1343,kasih 4 dulu kalu bagus saya tambah lg,1,kasih bagus
1344,Top,2,top
1345,bagus,2,bagus
1346,mantep,2,mantap
1347,Sangat membantu dan memudahkan para calon pelamar,2,bantu mudah calon lamar
1348,selalu membantu sesama manusia,2,bantu manusia
1349,Good job,2,good job
1350,MNtap,2,mantap
1351,bagusss,2,bagusss
1352,bagus,2,bagus
1353,saya senang berkerja di sini ayo segera download aplikasi ini supaya bisa anda mendapatkan uang yang banyak dan juga kita mendapatkan pengalaman yang baik dan benar supaya kita dapat melihat bahwa ada di Indonesia dan juga kita mendapatkan uang dari hasil download glints yang baik dan benar kita ini harus cepat kaya dengan aplikasi ini dan bijak untuk mengunakan hasil dari ini dan benar jadi kita harus berkerja disi dengan aplikasi ini juga kita mendapatkan uang yang banyak dan baik digunakanlak,2,senang kerja ayo download aplikasi uang alam baik indonesia uang hasil download glints baik cepat kaya aplikasi bijak hasil kerja isi aplikasi uang baik digunakanlak
1354,mantaf,2,mantap
1355,"Sudah min bisa saya atasin sendiri, sukses selalu",1,min atasin sukses
1356,terima kasi ada aplikasi ini sangat membantu,2,terima kasih aplikasi bantu
1357,Baru nyoba,1,nyoba
1358,"Mohon di bantu min,,, saya pilih loker untuk khusus jakarta yg muncul malah daerah lain semua,,, mohon diperbaiki 🥴",0,mohon bantu min pilih loker khusus jakarta muncul daerah mohon baik
1359,bagus,2,bagus
1360,Ok,2,ok
1361,semoga saja aplikasi ini bisa membantu saya yang sedang menganggur.,1,moga aplikasi bantu anggur
1362,"sangat membantu sekali, bagi yang lagi cari lowongan...",2,bantu cari lowong
1363,sengat baik banyak lowongan kerja,2,sengat baik lowong kerja
1364,banyak pilihan.bagus,2,pilihanbagus
1365,lama sekala resposn,0,sekala resposn
1366,exellent,2,exellent
1367,bagus,2,bagus
1368,interaksi langsung dgn hrd,1,interaksi langsung hrd
1369,saya berterima kasih jika bisa diterima,1,terima kasih terima
1370,semoga membantu,1,moga bantu
1371,sangat baik,2,baik
1372,sangat puas,2,puas
1373,bagus,2,bagus
1374,tolong jangan menipuya,1,tolong menipuya
1375,bagus tapi blm dapet uang nya gimana Cara nya,1,bagus dapet uang nya nya
1376,saya kasih 3 bintang dulu ya,1,kasih bintang ya
1377,baik,2,baik
1378,"Good application for searching for jobs, recommend it much",2,good application searching jobs recommend it much
1379,dapat mambantu dlm mencari kerja yg diinginkan,2,mambantu cari kerja
1380,sangat bagus,2,bagus
1381,sangat membantu,2,bantu
1382,Ok,2,ok
1383,ok,2,ok
1384,Bagus,2,bagus
1385,baik dan komitmen,2,baik komitmen
1386,lumaya,1,lumaya
1387,ok,2,ok
1388,baik,2,baik
1389,semoga dapat pekerjaan disini aamiin,1,moga kerja aamiin
1390,sangat bagus sekali dan sempurna,2,bagus sempurna
1391,segini dlu bintang nya kalo beneran dapet kerjaan dari glint baru saya kasih full bintang nya,1,gin bintang nya beneran dapet kerja glint kasih full bintang nya
1392,"Aplikasinya bagus sih tapi untuk daerah di Jawa saja lowongan kerja banyak Tapi untuk Sulawesi jarang ada loker,",2,aplikasi bagus sih daerah jawa lowong kerja sulawesi jarang loker
1393,"Terpercaya,Dan cepat mendapat responsif dari HRD perusahaan.",2,terpercayadan cepat responsif hrd usaha
1394,"Terimakasih telah membuat aplikasi ini, saya sangat terbantu. Alhamdulillah saya dapat pekerjaan melalui aplikasi ini.",2,terimakasih aplikasi bantu alhamdulillah kerja aplikasi
1395,"aplikasi apaan ini, gak update sama sekali, loker sudah ditutup masih ditampilkan..parah",0,aplikasi tidak update loker tutup ditampilkanparah
1396,mudah²an membantu,1,mudah an bantu
1397,sangat membantu untuk pencari kerja,2,bantu cari kerja
1398,sangat membantu bagi orang yang mencari pekerjaan,2,bantu orang cari kerja
1399,menbatu aku,2,menbatu
1400,"Bisa gak kalo perusahaan yg udh kita lamar di filter dari pt yg belum kita lamar? Trus difilter jg yg gak kterima pt kalo bisa ada di calon plamar ada fitur blokir jadi kita gak akn ngliat pt itu lg saat kita mncari lowker. Satu lg, mnding pt gak usah ada fitur jwb deh kalo emg pt gak qualified, saya yg jelas² punya pngalaman tsb diksh alasan klasik, gak punya skill tsb. Klo mau kasih alasan tuh cerdas dikitlah, cari alsan² pngalihan sma anak psikologi ckckck. Tlg di noted ya saran saya. Thx",0,tidak usaha lamar filter loker lamar filter tidak kterima loker calon plamar fitur blokir tidak akn loker cari lowker mending loker tidak fitur deh emang loker tidak qualified jelas pngalaman diksh alas klasik tidak skill kasih alas tuh cerdas dikit cari alsan pngalihan sma anak psikologi ckckck tolong noted ya saran terimakasih
1401,lumayan,1,lumayan
1402,sangat membantu,2,bantu
1403,bagusss,2,bagusss
1404,Hapus akun di apk Glints susah amat tolong perbaiki penghapusan akun jangan di pake ribet,0,hapus akun apk glints susah tolong baik hapus akun pakai ribet
1405,"Tolong kepada HRD please beritahu status sama jobseeker setelah interview jangan hilang gitu aja, kasihan jobseeker udah kasih ekspektasi keterima kerja!!! Minimal kasih tau terima/gak!!!dan juga jangan bawain berkas lamaran dari jobseeker dikira bakal keterima!!kalian kira cetak foto maupun print gratis!!!",0,tolong hrd mohon beritahu status cari kerja interview hilang kasihan cari kerja kasih ekspektasi terima kerja minimal kasih tau terimagakdan bawain berkas lamar cari kerja keterimakalian cetak foto print gratis
1406,semoga menjadi keberkahhan,1,moga keberkahhan
1407,rada Laen be Amun ndek transper data,0,rada be amun transper data
1408,kenapa aplikasinya ga bisa dibuka ya??saya sedang komunikasi dengan hrd,0,aplikasi tidak buka yasaya komunikasi hrd
1409,"Aplikasinya bagus, mudah di gunakan dan sangat membantu untuk pencarian info lowongan kerja.",2,aplikasi bagus mudah bantu cari informasi lowong kerja
1410,bagus sih tapi belum tau hasilnya gimana soalnya aku baru coba aplikasi nya gak ribet,1,bagus sih tau hasil coba aplikasi nya tidak ribet
1411,good,2,good
1412,good,2,good
1413,Bagus untuk mencari kerja,2,bagus cari kerja
1414,good,2,good
1415,BAGUS BGT,2,bagus banget
1416,mntap,1,mantap
1417,Operator,1,operator
1418,saya langsung kasih bintang 5,2,langsung kasih bintang
1419,"Mohon perbanyak lowongan lagi, jangan hanya di jabodetabek",1,mohon banyak lowong jabodetabek
1420,terbaik buat mencari pekerjaan,2,baik cari kerja
1421,bagus,2,bagus
1422,ok,2,ok
1423,lumayan bagus,2,lumayan bagus
1424,baik sekali,2,baik
1425,mantap,2,mantap
1426,bermanfaat,2,manfaat
1427,Glint sangat dipercayai,2,glint percaya
1428,Aplikasi sangat simpel,2,aplikasi simpel
1429,samgat bagusss,2,samgat bagusss
1430,Mantap,2,mantap
1431,oke,2,oke
1432,ok semoga membantu,2,ok moga bantu
1433,IYA SALAM ADA BAIK SALAM ADA PERSAHABATAN BR/DR/MR:ERBA SAPUTRA ST (ST) (MT),1,iya salam baik salam sahabat brdrmrerba saputra st st mt
1434,Sangat membantu,2,bantu
1435,sulit,0,sulit
1436,For the past 1 year I haven't gotten a job from Glints. For now I will give it three stars.,2,the past i havent gotten a job glints i will give it three stars
1437,sangat membantu,2,bantu
1438,sangat membantu untuk cari kerjaan. . cuman masih proses lamarannya.,1,bantu cari kerja proses lamar
1439,sangat membantu mencari pekerjaan,2,bantu cari kerja
1440,good,2,good
